date,product,units_sold,unit_price,cogs_per_unit,fulfilment_cost_per_unit,marketing_spend,returns_rate,revenue,cogs,returns_cost,fulfilment_cost,gross_profit,net_profit,month
2023-09-22,Product D,23,90,48,7,268.3,0.014,2070,1104,28.98,161,966,507.71999999999997,2023-09
2023-09-23,Product A,121,25,13,3,362.1,0.068,3025,1573,205.70000000000002,363,1452,521.1999999999999,2023-09
2023-09-23,Product B,86,40,23,4,270.61,0.053,3440,1978,182.32,344,1462,665.07,2023-09
2023-09-23,Product C,44,60,32,5,225.03,0.015,2640,1408,39.6,220,1232,747.37,2023-09
2023-09-23,Product D,27,90,48,7,225.13,0.011,2430,1296,26.729999999999997,189,1134,693.14,2023-09
2023-09-24,Product A,118,25,13,3,369.21,0.061,2950,1534,179.95,354,1416,512.8399999999999,2023-09
2023-09-24,Product B,86,40,23,4,205.98,0.055,3440,1978,189.2,344,1462,722.8199999999999,2023-09
2023-09-24,Product C,49,60,32,5,320.8,0.034,2940,1568,99.96000000000001,245,1372,706.24,2023-09
2023-09-24,Product D,31,90,48,7,209.14,0.025,2790,1488,69.75,217,1302,806.11,2023-09
2023-09-25,Product A,123,25,13,3,327.47,0.082,3075,1599,252.15,369,1476,527.38,2023-09
2023-09-25,Product B,81,40,23,4,328.95,0.056,3240,1863,181.44,324,1377,542.6099999999999,2023-09
2023-09-25,Product C,41,60,32,5,286.28,0.032,2460,1312,78.72,205,1148,578.0,2023-09
2023-09-25,Product D,24,90,48,7,253.46,0.012,2160,1152,25.92,168,1008,560.62,2023-09
2023-09-26,Product A,123,25,13,3,332.06,0.084,3075,1599,258.3,369,1476,516.6400000000001,2023-09
2023-09-26,Product B,76,40,23,4,209.22,0.035,3040,1748,106.4,304,1292,672.38,2023-09
2023-09-26,Product C,39,60,32,5,285.4,0.025,2340,1248,58.5,195,1092,553.1,2023-09
2023-09-26,Product D,22,90,48,7,231.58,0.025,1980,1056,49.5,154,924,488.91999999999996,2023-09
2023-09-27,Product A,112,25,13,3,354.88,0.077,2800,1456,215.6,336,1344,437.52,2023-09
2023-09-27,Product B,90,40,23,4,231.69,0.049,3600,2070,176.4,360,1530,761.9100000000001,2023-09
2023-09-27,Product C,41,60,32,5,259.24,0.033,2460,1312,81.18,205,1148,602.5799999999999,2023-09
2023-09-27,Product D,24,90,48,7,209.95,0.011,2160,1152,23.759999999999998,168,1008,606.29,2023-09
2023-09-28,Product A,110,25,13,3,390.15,0.053,2750,1430,145.75,330,1320,454.1,2023-09
2023-09-28,Product B,63,40,23,4,209.26,0.043,2520,1449,108.35999999999999,252,1071,501.38,2023-09
2023-09-28,Product C,44,60,32,5,205.36,0.02,2640,1408,52.800000000000004,220,1232,753.84,2023-09
2023-09-28,Product D,29,90,48,7,197.3,0.023,2610,1392,60.03,203,1218,757.6700000000001,2023-09
2023-09-29,Product A,136,25,13,3,375.74,0.086,3400,1768,292.4,408,1632,555.86,2023-09
2023-09-29,Product B,77,40,23,4,402.28,0.036,3080,1771,110.88,308,1309,487.84000000000003,2023-09
2023-09-29,Product C,39,60,32,5,229.38,0.02,2340,1248,46.800000000000004,195,1092,620.82,2023-09
2023-09-29,Product D,24,90,48,7,235.17,0.015,2160,1152,32.4,168,1008,572.4300000000001,2023-09
2023-09-30,Product A,136,25,13,3,373.57,0.067,3400,1768,227.8,408,1632,622.6300000000001,2023-09
2023-09-30,Product B,85,40,23,4,308.84,0.059,3400,1955,200.6,340,1445,595.56,2023-09
2023-09-30,Product C,39,60,32,5,253.87,0.034,2340,1248,79.56,195,1092,563.57,2023-09
2023-09-30,Product D,34,90,48,7,226.47,0.018,3060,1632,55.08,238,1428,908.45,2023-09
2023-10-01,Product A,105,25,13,3,317.22,0.065,2625,1365,170.625,315,1260,457.155,2023-10
2023-10-01,Product B,77,40,23,4,288.58,0.034,3080,1771,104.72000000000001,308,1309,607.7,2023-10
2023-10-01,Product C,46,60,32,5,319.18,0.023,2760,1472,63.48,230,1288,675.3399999999999,2023-10
2023-10-01,Product D,33,90,48,7,267.92,0.017,2970,1584,50.49,231,1386,836.5899999999999,2023-10
2023-10-02,Product A,108,25,13,3,313.15,0.061,2700,1404,164.7,324,1296,494.15,2023-10
2023-10-02,Product B,87,40,23,4,305.08,0.038,3480,2001,132.24,348,1479,693.6800000000001,2023-10
2023-10-02,Product C,45,60,32,5,213.77,0.019,2700,1440,51.3,225,1260,769.9300000000001,2023-10
2023-10-02,Product D,32,90,48,7,185.81,0.015,2880,1536,43.199999999999996,224,1344,890.99,2023-10
2023-10-03,Product A,114,25,13,3,389.95,0.088,2850,1482,250.79999999999998,342,1368,385.25000000000006,2023-10
2023-10-03,Product B,87,40,23,4,266.03,0.049,3480,2001,170.52,348,1479,694.45,2023-10
2023-10-03,Product C,43,60,32,5,259.7,0.019,2580,1376,49.019999999999996,215,1204,680.28,2023-10
2023-10-03,Product D,30,90,48,7,251.39,0.019,2700,1440,51.3,210,1260,747.3100000000001,2023-10
2023-10-04,Product A,115,25,13,3,329.89,0.075,2875,1495,215.625,345,1380,489.485,2023-10
2023-10-04,Product B,79,40,23,4,260.6,0.036,3160,1817,113.75999999999999,316,1343,652.64,2023-10
2023-10-04,Product C,39,60,32,5,288.99,0.026,2340,1248,60.839999999999996,195,1092,547.17,2023-10
2023-10-04,Product D,27,90,48,7,161.07,0.014,2430,1296,34.02,189,1134,749.9100000000001,2023-10
2023-10-05,Product A,133,25,13,3,325.75,0.061,3325,1729,202.825,399,1596,668.425,2023-10
2023-10-05,Product B,75,40,23,4,364.06,0.035,3000,1725,105.00000000000001,300,1275,505.94,2023-10
2023-10-05,Product C,44,60,32,5,300.88,0.029,2640,1408,76.56,220,1232,634.5600000000001,2023-10
2023-10-05,Product D,33,90,48,7,238.9,0.012,2970,1584,35.64,231,1386,880.4599999999999,2023-10
2023-10-06,Product A,129,25,13,3,330.59,0.083,3225,1677,267.675,387,1548,562.7350000000001,2023-10
2023-10-06,Product B,86,40,23,4,228.89,0.059,3440,1978,202.95999999999998,344,1462,686.15,2023-10
2023-10-06,Product C,46,60,32,5,340.54,0.023,2760,1472,63.48,230,1288,653.98,2023-10
2023-10-06,Product D,30,90,48,7,247.87,0.021,2700,1440,56.7,210,1260,745.43,2023-10
2023-10-07,Product A,112,25,13,3,247.71,0.076,2800,1456,212.79999999999998,336,1344,547.49,2023-10
2023-10-07,Product B,84,40,23,4,276.86,0.05,3360,1932,168.0,336,1428,647.14,2023-10
2023-10-07,Product C,46,60,32,5,257.44,0.025,2760,1472,69.0,230,1288,731.56,2023-10
2023-10-07,Product D,26,90,48,7,206.79,0.022,2340,1248,51.48,182,1092,651.73,2023-10
2023-10-08,Product A,105,25,13,3,322.51,0.058,2625,1365,152.25,315,1260,470.24,2023-10
2023-10-08,Product B,83,40,23,4,296.69,0.031,3320,1909,102.92,332,1411,679.3900000000001,2023-10
2023-10-08,Product C,43,60,32,5,187.67,0.027,2580,1376,69.66,215,1204,731.6700000000001,2023-10
2023-10-08,Product D,30,90,48,7,203.34,0.016,2700,1440,43.2,210,1260,803.4599999999999,2023-10
2023-10-09,Product A,130,25,13,3,239.42,0.084,3250,1690,273.0,390,1560,657.58,2023-10
2023-10-09,Product B,73,40,23,4,360.11,0.031,2920,1679,90.52,292,1241,498.37,2023-10
2023-10-09,Product C,45,60,32,5,198.81,0.025,2700,1440,67.5,225,1260,768.69,2023-10
2023-10-09,Product D,29,90,48,7,215.36,0.019,2610,1392,49.589999999999996,203,1218,750.05,2023-10
2023-10-10,Product A,107,25,13,3,277.24,0.054,2675,1391,144.45,321,1284,541.31,2023-10
2023-10-10,Product B,71,40,23,4,216.22,0.042,2840,1633,119.28,284,1207,587.5,2023-10
2023-10-10,Product C,40,60,32,5,249.94,0.018,2400,1280,43.199999999999996,200,1120,626.8599999999999,2023-10
2023-10-10,Product D,33,90,48,7,152.59,0.02,2970,1584,59.4,231,1386,943.0099999999999,2023-10
2023-10-11,Product A,105,25,13,3,411.99,0.05,2625,1365,131.25,315,1260,401.76,2023-10
2023-10-11,Product B,84,40,23,4,305.32,0.045,3360,1932,151.2,336,1428,635.48,2023-10
2023-10-11,Product C,44,60,32,5,273.46,0.02,2640,1408,52.800000000000004,220,1232,685.74,2023-10
2023-10-11,Product D,30,90,48,7,182.79,0.018,2700,1440,48.599999999999994,210,1260,818.61,2023-10
2023-10-12,Product A,129,25,13,3,406.24,0.067,3225,1677,216.07500000000002,387,1548,538.685,2023-10
2023-10-12,Product B,89,40,23,4,295.69,0.042,3560,2047,149.52,356,1513,711.79,2023-10
2023-10-12,Product C,42,60,32,5,195.41,0.033,2520,1344,83.16000000000001,210,1176,687.4300000000001,2023-10
2023-10-12,Product D,30,90,48,7,250.51,0.011,2700,1440,29.7,210,1260,769.79,2023-10
2023-10-13,Product A,134,25,13,3,337.27,0.074,3350,1742,247.89999999999998,402,1608,620.83,2023-10
2023-10-13,Product B,81,40,23,4,291.91,0.032,3240,1863,103.68,324,1377,657.4099999999999,2023-10
2023-10-13,Product C,46,60,32,5,279.2,0.031,2760,1472,85.56,230,1288,693.24,2023-10
2023-10-13,Product D,30,90,48,7,269.48,0.019,2700,1440,51.3,210,1260,729.22,2023-10
2023-10-14,Product A,114,25,13,3,430.13,0.057,2850,1482,162.45000000000002,342,1368,433.41999999999996,2023-10
2023-10-14,Product B,80,40,23,4,248.71,0.032,3200,1840,102.4,320,1360,688.89,2023-10
2023-10-14,Product C,38,60,32,5,274.66,0.031,2280,1216,70.67999999999999,190,1064,528.6600000000001,2023-10
2023-10-14,Product D,34,90,48,7,244.56,0.025,3060,1632,76.5,238,1428,868.94,2023-10
2023-10-15,Product A,125,25,13,3,321.49,0.05,3125,1625,156.25,375,1500,647.26,2023-10
2023-10-15,Product B,78,40,23,4,390.27,0.042,3120,1794,131.04000000000002,312,1326,492.69000000000005,2023-10
2023-10-15,Product C,46,60,32,5,224.29,0.016,2760,1472,44.160000000000004,230,1288,789.5500000000001,2023-10
2023-10-15,Product D,30,90,48,7,224.02,0.023,2700,1440,62.1,210,1260,763.88,2023-10
2023-10-16,Product A,106,25,13,3,313.25,0.054,2650,1378,143.1,318,1272,497.65,2023-10
2023-10-16,Product B,74,40,23,4,294.57,0.038,2960,1702,112.48,296,1258,554.95,2023-10
2023-10-16,Product C,40,60,32,5,190.42,0.017,2400,1280,40.800000000000004,200,1120,688.7800000000001,2023-10
2023-10-16,Product D,27,90,48,7,234.55,0.022,2430,1296,53.459999999999994,189,1134,656.99,2023-10
2023-10-17,Product A,127,25,13,3,353.14,0.088,3175,1651,279.4,381,1524,510.46000000000004,2023-10
2023-10-17,Product B,81,40,23,4,237.52,0.059,3240,1863,191.16,324,1377,624.32,2023-10
2023-10-17,Product C,46,60,32,5,239.69,0.033,2760,1472,91.08,230,1288,727.23,2023-10
2023-10-17,Product D,29,90,48,7,229.63,0.017,2610,1392,44.370000000000005,203,1218,741.0,2023-10
2023-10-18,Product A,112,25,13,3,366.13,0.061,2800,1456,170.79999999999998,336,1344,471.07000000000005,2023-10
2023-10-18,Product B,84,40,23,4,383.26,0.047,3360,1932,157.92,336,1428,550.82,2023-10
2023-10-18,Product C,52,60,32,5,289.09,0.018,3120,1664,56.16,260,1456,850.75,2023-10
2023-10-18,Product D,32,90,48,7,172.86,0.019,2880,1536,54.72,224,1344,892.42,2023-10
2023-10-19,Product A,116,25,13,3,325.72,0.061,2900,1508,176.9,348,1392,541.38,2023-10
2023-10-19,Product B,99,40,23,4,322.09,0.05,3960,2277,198.0,396,1683,766.9100000000001,2023-10
2023-10-19,Product C,48,60,32,5,300.74,0.02,2880,1536,57.6,240,1344,745.6600000000001,2023-10
2023-10-19,Product D,28,90,48,7,246.11,0.025,2520,1344,63.0,196,1176,670.89,2023-10
2023-10-20,Product A,125,25,13,3,336.41,0.061,3125,1625,190.625,375,1500,597.9649999999999,2023-10
2023-10-20,Product B,87,40,23,4,369.53,0.035,3480,2001,121.80000000000001,348,1479,639.6700000000001,2023-10
2023-10-20,Product C,42,60,32,5,150.19,0.015,2520,1344,37.8,210,1176,778.01,2023-10
2023-10-20,Product D,27,90,48,7,170.68,0.019,2430,1296,46.17,189,1134,728.1500000000001,2023-10
2023-10-21,Product A,123,25,13,3,384.86,0.052,3075,1599,159.9,369,1476,562.24,2023-10
2023-10-21,Product B,79,40,23,4,277.43,0.057,3160,1817,180.12,316,1343,569.45,2023-10
2023-10-21,Product C,45,60,32,5,320.99,0.034,2700,1440,91.80000000000001,225,1260,622.21,2023-10
2023-10-21,Product D,31,90,48,7,234.24,0.022,2790,1488,61.379999999999995,217,1302,789.38,2023-10
2023-10-22,Product A,123,25,13,3,319.41,0.075,3075,1599,230.625,369,1476,556.9649999999999,2023-10
2023-10-22,Product B,76,40,23,4,402.01,0.04,3040,1748,121.60000000000001,304,1292,464.39,2023-10
2023-10-22,Product C,44,60,32,5,319.88,0.027,2640,1408,71.28,220,1232,620.84,2023-10
2023-10-22,Product D,29,90,48,7,218.99,0.025,2610,1392,65.25,203,1218,730.76,2023-10
2023-10-23,Product A,132,25,13,3,390.62,0.063,3300,1716,207.9,396,1584,589.48,2023-10
2023-10-23,Product B,92,40,23,4,314.07,0.041,3680,2116,150.88,368,1564,731.05,2023-10
2023-10-23,Product C,40,60,32,5,275.54,0.028,2400,1280,67.2,200,1120,577.26,2023-10
2023-10-23,Product D,25,90,48,7,171.54,0.014,2250,1200,31.5,175,1050,671.96,2023-10
2023-10-24,Product A,96,25,13,3,258.58,0.07,2400,1248,168.00000000000003,288,1152,437.42,2023-10
2023-10-24,Product B,79,40,23,4,330.75,0.038,3160,1817,120.08,316,1343,576.17,2023-10
2023-10-24,Product C,47,60,32,5,299.71,0.023,2820,1504,64.86,235,1316,716.4300000000001,2023-10
2023-10-24,Product D,26,90,48,7,182.7,0.012,2340,1248,28.080000000000002,182,1092,699.22,2023-10
2023-10-25,Product A,120,25,13,3,351.44,0.082,3000,1560,246.0,360,1440,482.56,2023-10
2023-10-25,Product B,70,40,23,4,237.74,0.054,2800,1610,151.2,280,1190,521.06,2023-10
2023-10-25,Product C,49,60,32,5,213.39,0.018,2940,1568,52.919999999999995,245,1372,860.6899999999999,2023-10
2023-10-25,Product D,30,90,48,7,225.02,0.015,2700,1440,40.5,210,1260,784.48,2023-10
2023-10-26,Product A,129,25,13,3,320.26,0.086,3225,1677,277.34999999999997,387,1548,563.3900000000001,2023-10
2023-10-26,Product B,75,40,23,4,303.18,0.045,3000,1725,135.0,300,1275,536.8199999999999,2023-10
2023-10-26,Product C,43,60,32,5,266.63,0.027,2580,1376,69.66,215,1204,652.71,2023-10
2023-10-26,Product D,31,90,48,7,278.68,0.011,2790,1488,30.689999999999998,217,1302,775.6299999999999,2023-10
2023-10-27,Product A,129,25,13,3,370.12,0.089,3225,1677,287.025,387,1548,503.855,2023-10
2023-10-27,Product B,92,40,23,4,325.16,0.049,3680,2116,180.32,368,1564,690.52,2023-10
2023-10-27,Product C,45,60,32,5,251.8,0.033,2700,1440,89.10000000000001,225,1260,694.0999999999999,2023-10
2023-10-27,Product D,27,90,48,7,258.8,0.022,2430,1296,53.459999999999994,189,1134,632.74,2023-10
2023-10-28,Product A,110,25,13,3,322.45,0.057,2750,1430,156.75,330,1320,510.8,2023-10
2023-10-28,Product B,77,40,23,4,259.27,0.048,3080,1771,147.84,308,1309,593.89,2023-10
2023-10-28,Product C,40,60,32,5,313.38,0.032,2400,1280,76.8,200,1120,529.82,2023-10
2023-10-28,Product D,26,90,48,7,214.53,0.013,2340,1248,30.419999999999998,182,1092,665.0500000000001,2023-10
2023-10-29,Product A,109,25,13,3,326.91,0.082,2725,1417,223.45000000000002,327,1308,430.63999999999993,2023-10
2023-10-29,Product B,86,40,23,4,298.51,0.056,3440,1978,192.64000000000001,344,1462,626.85,2023-10
2023-10-29,Product C,45,60,32,5,315.63,0.016,2700,1440,43.2,225,1260,676.17,2023-10
2023-10-29,Product D,29,90,48,7,211.51,0.013,2610,1392,33.93,203,1218,769.5600000000001,2023-10
2023-10-30,Product A,126,25,13,3,284.33,0.076,3150,1638,239.4,378,1512,610.27,2023-10
2023-10-30,Product B,73,40,23,4,261.08,0.05,2920,1679,146.0,292,1241,541.9200000000001,2023-10
2023-10-30,Product C,40,60,32,5,209.67,0.033,2400,1280,79.2,200,1120,631.13,2023-10
2023-10-30,Product D,37,90,48,7,230.15,0.011,3330,1776,36.629999999999995,259,1554,1028.2199999999998,2023-10
2023-10-31,Product A,108,25,13,3,363.62,0.066,2700,1404,178.20000000000002,324,1296,430.17999999999995,2023-10
2023-10-31,Product B,78,40,23,4,327.39,0.053,3120,1794,165.35999999999999,312,1326,521.25,2023-10
2023-10-31,Product C,46,60,32,5,183.55,0.021,2760,1472,57.96,230,1288,816.49,2023-10
2023-10-31,Product D,35,90,48,7,265.52,0.023,3150,1680,72.45,245,1470,887.03,2023-10
2023-11-01,Product A,109,25,13,3,292.35,0.079,2725,1417,215.275,327,1308,473.375,2023-11
2023-11-01,Product B,74,40,23,4,260.78,0.052,2960,1702,153.92,296,1258,547.3000000000001,2023-11
2023-11-01,Product C,45,60,32,5,288.06,0.023,2700,1440,62.1,225,1260,684.8399999999999,2023-11
2023-11-01,Product D,31,90,48,7,202.37,0.013,2790,1488,36.269999999999996,217,1302,846.36,2023-11
2023-11-02,Product A,116,25,13,3,243.44,0.061,2900,1508,176.9,348,1392,623.6600000000001,2023-11
2023-11-02,Product B,84,40,23,4,264.73,0.033,3360,1932,110.88000000000001,336,1428,716.39,2023-11
2023-11-02,Product C,42,60,32,5,229.16,0.03,2520,1344,75.6,210,1176,661.24,2023-11
2023-11-02,Product D,27,90,48,7,221.45,0.016,2430,1296,38.88,189,1134,684.6700000000001,2023-11
2023-11-03,Product A,139,25,13,3,386.25,0.056,3475,1807,194.6,417,1668,670.1500000000001,2023-11
2023-11-03,Product B,95,40,23,4,295.84,0.056,3800,2185,212.8,380,1615,726.3600000000001,2023-11
2023-11-03,Product C,36,60,32,5,247.48,0.016,2160,1152,34.56,180,1008,545.96,2023-11
2023-11-03,Product D,36,90,48,7,224.21,0.024,3240,1728,77.76,252,1512,958.03,2023-11
2023-11-04,Product A,126,25,13,3,376.02,0.075,3150,1638,236.25,378,1512,521.73,2023-11
2023-11-04,Product B,74,40,23,4,228.02,0.047,2960,1702,139.12,296,1258,594.86,2023-11
2023-11-04,Product C,44,60,32,5,245.9,0.018,2640,1408,47.519999999999996,220,1232,718.58,2023-11
2023-11-04,Product D,26,90,48,7,209.14,0.019,2340,1248,44.46,182,1092,656.4,2023-11
2023-11-05,Product A,143,25,13,3,271.54,0.062,3575,1859,221.65,429,1716,793.81,2023-11
2023-11-05,Product B,84,40,23,4,243.05,0.058,3360,1932,194.88000000000002,336,1428,654.0699999999999,2023-11
2023-11-05,Product C,48,60,32,5,236.67,0.024,2880,1536,69.12,240,1344,798.2100000000002,2023-11
2023-11-05,Product D,30,90,48,7,216.24,0.017,2700,1440,45.900000000000006,210,1260,787.86,2023-11
2023-11-06,Product A,113,25,13,3,355.35,0.059,2825,1469,166.67499999999998,339,1356,494.975,2023-11
2023-11-06,Product B,86,40,23,4,219.62,0.033,3440,1978,113.52000000000001,344,1462,784.86,2023-11
2023-11-06,Product C,47,60,32,5,214.01,0.03,2820,1504,84.6,235,1316,782.39,2023-11
2023-11-06,Product D,27,90,48,7,203.36,0.02,2430,1296,48.6,189,1134,693.04,2023-11
2023-11-07,Product A,119,25,13,3,395.17,0.068,2975,1547,202.3,357,1428,473.53000000000003,2023-11
2023-11-07,Product B,92,40,23,4,257.27,0.046,3680,2116,169.28,368,1564,769.45,2023-11
2023-11-07,Product C,47,60,32,5,253.25,0.025,2820,1504,70.5,235,1316,757.25,2023-11
2023-11-07,Product D,30,90,48,7,251.85,0.011,2700,1440,29.7,210,1260,768.4499999999999,2023-11
2023-11-08,Product A,120,25,13,3,382.97,0.08,3000,1560,240.0,360,1440,457.03,2023-11
2023-11-08,Product B,85,40,23,4,245.84,0.059,3400,1955,200.6,340,1445,658.56,2023-11
2023-11-08,Product C,50,60,32,5,282.63,0.031,3000,1600,93.0,250,1400,774.37,2023-11
2023-11-08,Product D,33,90,48,7,261.88,0.018,2970,1584,53.459999999999994,231,1386,839.66,2023-11
2023-11-09,Product A,117,25,13,3,374.15,0.068,2925,1521,198.9,351,1404,479.95000000000005,2023-11
2023-11-09,Product B,75,40,23,4,290.07,0.052,3000,1725,156.0,300,1275,528.9300000000001,2023-11
2023-11-09,Product C,43,60,32,5,212.1,0.033,2580,1376,85.14,215,1204,691.76,2023-11
2023-11-09,Product D,27,90,48,7,249.4,0.023,2430,1296,55.89,189,1134,639.71,2023-11
2023-11-10,Product A,115,25,13,3,380.94,0.07,2875,1495,201.25000000000003,345,1380,452.81,2023-11
2023-11-10,Product B,88,40,23,4,261.58,0.058,3520,2024,204.16,352,1496,678.26,2023-11
2023-11-10,Product C,43,60,32,5,295.8,0.022,2580,1376,56.76,215,1204,636.44,2023-11
2023-11-10,Product D,29,90,48,7,206.34,0.013,2610,1392,33.93,203,1218,774.73,2023-11
2023-11-11,Product A,123,25,13,3,373.49,0.073,3075,1599,224.475,369,1476,509.03499999999997,2023-11
2023-11-11,Product B,83,40,23,4,300.46,0.041,3320,1909,136.12,332,1411,642.4200000000001,2023-11
2023-11-11,Product C,46,60,32,5,322.98,0.034,2760,1472,93.84,230,1288,641.18,2023-11
2023-11-11,Product D,31,90,48,7,175.42,0.016,2790,1488,44.64,217,1302,864.9399999999999,2023-11
2023-11-12,Product A,123,25,13,3,318.66,0.058,3075,1599,178.35000000000002,369,1476,609.99,2023-11
2023-11-12,Product B,91,40,23,4,403.02,0.056,3640,2093,203.84,364,1547,576.14,2023-11
2023-11-12,Product C,46,60,32,5,302.62,0.02,2760,1472,55.2,230,1288,700.18,2023-11
2023-11-12,Product D,28,90,48,7,276.82,0.012,2520,1344,30.240000000000002,196,1176,672.94,2023-11
2023-11-13,Product A,116,25,13,3,229.9,0.079,2900,1508,229.1,348,1392,585.0,2023-11
2023-11-13,Product B,78,40,23,4,223.75,0.046,3120,1794,143.52,312,1326,646.73,2023-11
2023-11-13,Product C,44,60,32,5,230.77,0.028,2640,1408,73.92,220,1232,707.3100000000001,2023-11
2023-11-13,Product D,26,90,48,7,212.17,0.019,2340,1248,44.46,182,1092,653.37,2023-11
2023-11-14,Product A,133,25,13,3,397.49,0.072,3325,1729,239.39999999999998,399,1596,560.11,2023-11
2023-11-14,Product B,91,40,23,4,279.4,0.043,3640,2093,156.51999999999998,364,1547,747.08,2023-11
2023-11-14,Product C,49,60,32,5,319.94,0.017,2940,1568,49.980000000000004,245,1372,757.0799999999999,2023-11
2023-11-14,Product D,24,90,48,7,256.58,0.023,2160,1152,49.68,168,1008,533.74,2023-11
2023-11-15,Product A,122,25,13,3,360.67,0.072,3050,1586,219.6,366,1464,517.73,2023-11
2023-11-15,Product B,82,40,23,4,319.88,0.035,3280,1886,114.80000000000001,328,1394,631.32,2023-11
2023-11-15,Product C,45,60,32,5,209.99,0.031,2700,1440,83.7,225,1260,741.31,2023-11
2023-11-15,Product D,33,90,48,7,196.92,0.016,2970,1584,47.52,231,1386,910.5600000000001,2023-11
2023-11-16,Product A,128,25,13,3,361.84,0.056,3200,1664,179.20000000000002,384,1536,610.96,2023-11
2023-11-16,Product B,82,40,23,4,275.46,0.043,3280,1886,141.04,328,1394,649.5,2023-11
2023-11-16,Product C,42,60,32,5,231.65,0.027,2520,1344,68.04,210,1176,666.3100000000001,2023-11
2023-11-16,Product D,34,90,48,7,178.92,0.02,3060,1632,61.2,238,1428,949.88,2023-11
2023-11-17,Product A,135,25,13,3,335.25,0.085,3375,1755,286.875,405,1620,592.875,2023-11
2023-11-17,Product B,84,40,23,4,304.25,0.052,3360,1932,174.72,336,1428,613.03,2023-11
2023-11-17,Product C,39,60,32,5,265.42,0.034,2340,1248,79.56,195,1092,552.02,2023-11
2023-11-17,Product D,34,90,48,7,180.41,0.017,3060,1632,52.02,238,1428,957.57,2023-11
2023-11-18,Product A,124,25,13,3,407.97,0.076,3100,1612,235.6,372,1488,472.42999999999995,2023-11
2023-11-18,Product B,101,40,23,4,295.69,0.056,4040,2323,226.24,404,1717,791.0699999999999,2023-11
2023-11-18,Product C,44,60,32,5,211.46,0.026,2640,1408,68.64,220,1232,731.9,2023-11
2023-11-18,Product D,27,90,48,7,235.69,0.021,2430,1296,51.03,189,1134,658.28,2023-11
2023-11-19,Product A,118,25,13,3,392.75,0.063,2950,1534,185.85,354,1416,483.4,2023-11
2023-11-19,Product B,72,40,23,4,368.18,0.049,2880,1656,141.12,288,1224,426.7,2023-11
2023-11-19,Product C,51,60,32,5,325.17,0.028,3060,1632,85.68,255,1428,762.1499999999999,2023-11
2023-11-19,Product D,29,90,48,7,210.6,0.017,2610,1392,44.370000000000005,203,1218,760.03,2023-11
2023-11-20,Product A,117,25,13,3,216.94,0.057,2925,1521,166.725,351,1404,669.335,2023-11
2023-11-20,Product B,87,40,23,4,341.77,0.037,3480,2001,128.76,348,1479,660.47,2023-11
2023-11-20,Product C,47,60,32,5,233.4,0.021,2820,1504,59.220000000000006,235,1316,788.38,2023-11
2023-11-20,Product D,27,90,48,7,196.48,0.021,2430,1296,51.03,189,1134,697.49,2023-11
2023-11-21,Product A,125,25,13,3,367.67,0.083,3125,1625,259.375,375,1500,497.955,2023-11
2023-11-21,Product B,69,40,23,4,285.72,0.047,2760,1587,129.72,276,1173,481.55999999999995,2023-11
2023-11-21,Product C,44,60,32,5,215.39,0.017,2640,1408,44.88,220,1232,751.73,2023-11
2023-11-21,Product D,27,90,48,7,227.92,0.02,2430,1296,48.6,189,1134,668.48,2023-11
2023-11-22,Product A,118,25,13,3,258.35,0.078,2950,1534,230.1,354,1416,573.55,2023-11
2023-11-22,Product B,71,40,23,4,255.67,0.032,2840,1633,90.88,284,1207,576.45,2023-11
2023-11-22,Product C,52,60,32,5,191.4,0.016,3120,1664,49.92,260,1456,954.68,2023-11
2023-11-22,Product D,30,90,48,7,187.79,0.023,2700,1440,62.1,210,1260,800.11,2023-11
2023-11-23,Product A,136,25,13,3,360.67,0.087,3400,1768,295.79999999999995,408,1632,567.53,2023-11
2023-11-23,Product B,85,40,23,4,287.02,0.039,3400,1955,132.6,340,1445,685.38,2023-11
2023-11-23,Product C,49,60,32,5,345.95,0.031,2940,1568,91.14,245,1372,689.9099999999999,2023-11
2023-11-23,Product D,24,90,48,7,188.72,0.018,2160,1152,38.879999999999995,168,1008,612.4,2023-11
2023-11-24,Product A,106,25,13,3,234.61,0.072,2650,1378,190.79999999999998,318,1272,528.59,2023-11
2023-11-24,Product B,91,40,23,4,303.56,0.031,3640,2093,112.84,364,1547,766.6000000000001,2023-11
2023-11-24,Product C,44,60,32,5,215.66,0.019,2640,1408,50.16,220,1232,746.1800000000001,2023-11
2023-11-24,Product D,31,90,48,7,184.99,0.023,2790,1488,64.17,217,1302,835.84,2023-11
2023-11-25,Product A,113,25,13,3,326.47,0.051,2825,1469,144.075,339,1356,546.4549999999999,2023-11
2023-11-25,Product B,77,40,23,4,354.98,0.031,3080,1771,95.48,308,1309,550.54,2023-11
2023-11-25,Product C,45,60,32,5,223.87,0.027,2700,1440,72.9,225,1260,738.23,2023-11
2023-11-25,Product D,32,90,48,7,290.22,0.02,2880,1536,57.6,224,1344,772.1800000000001,2023-11
2023-11-26,Product A,147,25,13,3,362.99,0.064,3675,1911,235.20000000000002,441,1764,724.81,2023-11
2023-11-26,Product B,85,40,23,4,340.39,0.056,3400,1955,190.4,340,1445,574.21,2023-11
2023-11-26,Product C,45,60,32,5,277.66,0.034,2700,1440,91.80000000000001,225,1260,665.54,2023-11
